X3v   GGI4   G(F..F)   RDF070e   RDF115e   RDF095p   Mor25m   Mor26p   Mor32p   E3u   H5v   H5p   RTm+   MLOGP2   F03[C-Cl]   V1
0 ,0 ,0 ,0 ,0 ,0 ,-0.077 ,0.043 ,0.091 ,0.667 ,0 ,0 ,0.065 ,3.549 ,0 ,0.02
1.644 ,0 ,0 ,0 ,0 ,0 ,-0.035 ,-0.018 ,-0.094 ,0.453 ,0.006 ,0.01 ,0.05 ,9.76 ,0 ,0.96
1.5 ,0 ,0 ,0 ,0 ,0 ,-0.091 ,-0.073 ,-0.054 ,0.364 ,0 ,0 ,0.046 ,9.76 ,0 ,0.88
1.894 ,0.111 ,0 ,0 ,0 ,0 ,-0.136 ,-0.08 ,-0.055 ,0.372 ,0.001 ,0.002 ,0.046 ,12.092 ,0 ,0.71
2.54 ,0.222 ,0 ,0 ,0 ,0 ,-0.18 ,-0.075 ,-0.055 ,0.376 ,0.021 ,0.034 ,0.047 ,14.523 ,0 ,1.17
2.83 ,0.249 ,0 ,0.909 ,0 ,0 ,-0.207 ,-0.089 ,-0.056 ,0.415 ,0.12 ,0.181 ,0.044 ,19.638 ,0 ,0.3
4.35 ,0.097 ,0 ,0 ,0 ,0 ,-0.024 ,0.026 ,-0.118 ,0.418 ,0.046 ,0.072 ,0.048 ,19.638 ,0 ,0.98
0 ,0 ,0 ,0 ,0 ,0 ,0.029 ,0.082 ,0.022 ,0 ,0 ,0 ,0.046 ,0.489 ,0 ,0.24
0 ,0 ,0 ,0 ,0 ,0 ,0.026 ,0.036 ,0.022 ,0.222 ,0 ,0 ,0.052 ,1.486 ,0 ,-0.07
1.262 ,0.08 ,0 ,2.234 ,0 ,0.919 ,-0.115 ,0 ,0.043 ,0.475 ,0.043 ,0.063 ,0.065 ,9.896 ,0 ,0.8
0.167 ,0 ,0 ,0 ,0 ,0 ,0.088 ,0.035 ,0.053 ,0 ,0 ,0 ,0.045 ,2.448 ,0 ,-0.26
0.348 ,0 ,0 ,0 ,0 ,0 ,0.078 ,0.008 ,0.06 ,0.154 ,0.013 ,0.021 ,0.059 ,3.896 ,0 ,0.32
0 ,0 ,0 ,0 ,0 ,0 ,0.142 ,0.016 ,-0.016 ,0.4 ,0 ,0 ,0.883 ,0.713 ,0 ,0.24
0 ,0 ,0 ,0 ,0 ,0 ,-0.047 ,0.013 ,-0.012 ,0.4 ,0 ,0 ,2.308 ,1.86 ,0 ,-0.11
0 ,0 ,0 ,0 ,0 ,0 ,-0.143 ,0.011 ,-0.005 ,0.37 ,0 ,0 ,2.293 ,3.301 ,0 ,0.13
0 ,0 ,0 ,0 ,0 ,0 ,-0.38 ,0.053 ,0.01 ,0.577 ,0 ,0 ,2.274 ,4.957 ,0 ,0.53
0 ,0 ,0 ,0 ,0 ,0 ,-0.017 ,-0.032 ,0.007 ,0.416 ,0 ,0 ,1.877 ,3.301 ,0 ,0.15
0.643 ,0 ,0 ,0 ,0 ,0 ,-0.041 ,-0.018 ,-0.029 ,0.398 ,0 ,0 ,1.557 ,3.301 ,0 ,0.16
0 ,0 ,0 ,0 ,0 ,0 ,-0.109 ,-0.024 ,0.05 ,0.422 ,0 ,0 ,1.912 ,4.957 ,0 ,0.44
1.05 ,0 ,0 ,0 ,0 ,0 ,-0.268 ,-0.014 ,0.025 ,0.525 ,0 ,0 ,1.843 ,4.957 ,0 ,0.19
1.364 ,0 ,0 ,0 ,0 ,0 ,-0.108 ,-0.013 ,0.049 ,0.424 ,0 ,0 ,1.882 ,6.781 ,0 ,0.4
1.714 ,0 ,0 ,0 ,0 ,0 ,-0.158 ,-0.024 ,0.008 ,0.485 ,0 ,0 ,1.655 ,6.781 ,0 ,0.16
2.227 ,0 ,0 ,0 ,0 ,0 ,0.067 ,-0.049 ,0.025 ,0.363 ,0 ,0 ,1.673 ,8.746 ,0 ,0.39
2.893 ,0 ,0 ,0 ,0 ,0 ,0.391 ,-0.102 ,-0.053 ,0.5 ,0 ,0 ,1.469 ,10.83 ,0 ,0.81
0.567 ,0 ,0 ,0 ,0 ,0 ,-0.079 ,0 ,-0.013 ,0.42 ,0 ,0 ,0.352 ,3.301 ,1 ,0.12
0 ,0 ,0 ,0 ,0 ,0 ,0.002 ,-0.031 ,-0.003 ,0.402 ,0 ,0 ,0.249 ,3.301 ,0 ,0.18
0.988 ,0 ,0 ,0 ,0 ,0 ,-0.148 ,-0.028 ,-0.018 ,0.512 ,0 ,0 ,1.356 ,4.957 ,1 ,0.25
0 ,0 ,0 ,0 ,0 ,0 ,0.785 ,-0.074 ,0.047 ,0.4 ,0 ,0 ,10.73 ,3.301 ,0 ,-0.04
1.929 ,0 ,0 ,0 ,0 ,0 ,-0.313 ,-0.005 ,0.041 ,0.5 ,0 ,0 ,4.702 ,4.957 ,0 ,0
0.982 ,0 ,0 ,0 ,0 ,0 ,0.153 ,-0.037 ,0.01 ,0.545 ,0 ,0 ,0.603 ,4.106 ,0 ,-0.06
0 ,0 ,0 ,0 ,0 ,0 ,-0.087 ,0.008 ,0.009 ,0.375 ,0 ,0 ,0.531 ,4.106 ,0 ,0
0 ,0 ,0 ,0 ,0 ,0 ,0.015 ,0.042 ,-0.035 ,0.4 ,0 ,0 ,1.351 ,1.243 ,0 ,-0.17
0 ,0 ,0 ,0 ,0 ,0 ,-0.161 ,0.004 ,0.032 ,0.4 ,0 ,0 ,4.946 ,2.55 ,0 ,0.26
0 ,0 ,0 ,0 ,0 ,0 ,-0.345 ,-0.006 ,-0.01 ,0.372 ,0 ,0 ,4.919 ,4.106 ,0 ,0
0 ,0 ,0 ,0 ,0 ,0 ,0.14 ,-0.062 ,-0.002 ,0.375 ,0 ,0 ,10.697 ,4.957 ,0 ,0.22
0 ,0 ,0 ,0 ,0 ,0 ,0.075 ,0.015 ,-0.006 ,0.4 ,0 ,0 ,1.901 ,4.106 ,0 ,0.2
1.113 ,0 ,0 ,0 ,0 ,0 ,0.018 ,-0.031 ,0.026 ,0.5 ,0 ,0 ,2.162 ,4.106 ,0 ,0.03
0.455 ,0 ,0 ,0 ,0 ,0 ,0.411 ,-0.014 ,-0.071 ,0.486 ,0 ,0 ,0.805 ,4.106 ,0 ,0.17
0.742 ,0 ,0 ,0 ,0 ,0 ,0.294 ,-0.024 ,-0.057 ,0.416 ,0 ,0 ,1.713 ,5.85 ,0 ,0.06
0 ,0 ,0 ,0 ,0 ,0 ,0.208 ,0.056 ,-0.023 ,0 ,0 ,0 ,0.604 ,1.486 ,0 ,0.64
0 ,0 ,0 ,0 ,0 ,0 ,0.097 ,-0.023 ,0.086 ,0 ,0 ,0 ,1.801 ,2.795 ,0 ,-0.05
0.429 ,0 ,0 ,0 ,0 ,0 ,0.167 ,-0.035 ,0.086 ,0 ,0 ,0 ,1.505 ,2.795 ,0 ,0.02
0.429 ,0 ,0 ,0 ,0 ,0 ,0.223 ,-0.033 ,0.041 ,0 ,0 ,0 ,0.995 ,2.795 ,0 ,0.07
0.742 ,0 ,0 ,0 ,0 ,0 ,0.364 ,-0.092 ,0.081 ,0 ,0 ,0 ,1.63 ,4.332 ,0 ,0.27
1.286 ,0 ,0 ,0 ,0 ,0 ,0.388 ,-0.136 ,0.126 ,0 ,0 ,0 ,1.457 ,6.047 ,0 ,0.66
0 ,0 ,0 ,0 ,0 ,0 ,0.023 ,0.117 ,0.054 ,0 ,0 ,0 ,0.609 ,2.108 ,0 ,0.03
0.247 ,0 ,0 ,0 ,0 ,0 ,0.299 ,-0.001 ,0 ,0 ,0 ,0 ,0.778 ,2.795 ,0 ,-0.02
0.224 ,0 ,0 ,0 ,0 ,0 ,0.029 ,-0.024 ,-0.057 ,0.481 ,0 ,0 ,0.112 ,0.12 ,0 ,0.05
0.512 ,0 ,0 ,0 ,0 ,0 ,-0.011 ,-0.043 ,-0.065 ,0.517 ,0 ,0 ,0.109 ,0.64 ,0 ,0.02
0.365 ,0 ,0 ,0 ,0 ,0 ,0.02 ,-0.056 ,-0.024 ,0.324 ,0.003 ,0.004 ,0.096 ,0.64 ,0 ,0.02
0 ,0 ,0 ,0 ,0 ,0 ,0.001 ,-0.005 ,-0.069 ,0.347 ,0 ,0 ,0.088 ,0.64 ,0 ,0.01
0.706 ,0 ,0 ,0 ,0 ,0 ,-0.072 ,0.003 ,-0.047 ,0.467 ,0.036 ,0.058 ,0.111 ,1.463 ,0 ,0.22
0.865 ,0 ,0 ,0 ,0 ,0 ,-0.02 ,-0.011 ,-0.072 ,0.334 ,0.029 ,0.047 ,0.076 ,1.463 ,0 ,0.09
0 ,0 ,0 ,0 ,0 ,0 ,-0.057 ,0.037 ,-0.02 ,0.4 ,0 ,0 ,0.182 ,0.041 ,0 ,0.02
1.132 ,0.16 ,0 ,1.877 ,0 ,0.006 ,-0.171 ,-0.003 ,-0.015 ,0.543 ,0.023 ,0.032 ,0.119 ,3.223 ,0 ,0.3
0.402 ,0 ,0 ,0 ,0 ,0 ,0.008 ,0.01 ,-0.058 ,0.34 ,0.017 ,0.02 ,0.122 ,0.991 ,0 ,0.62
0.803 ,0.16 ,0 ,2.318 ,0 ,0 ,0.001 ,-0.022 ,-0.059 ,0.5 ,0.018 ,0.024 ,0.117 ,1.886 ,0 ,0.51
0.62 ,0.32 ,0 ,2.75 ,0 ,0 ,0.05 ,-0.067 ,-0.006 ,0.367 ,0.005 ,0.007 ,0.127 ,1.886 ,0 ,0.73
1.053 ,0.16 ,0 ,2.732 ,0 ,0.631 ,-0.046 ,-0.044 ,-0.047 ,0.521 ,0.058 ,0.082 ,0.119 ,2.981 ,0 ,0.66
1.001 ,0.16 ,0 ,6.104 ,0 ,0 ,-0.04 ,0.035 ,-0.008 ,0.448 ,0.068 ,0.104 ,0.122 ,2.981 ,0 ,0.76
0.408 ,0 ,0 ,0 ,0 ,0 ,0.032 ,0.004 ,-0.075 ,0.533 ,0 ,0 ,0.045 ,0.64 ,0 ,-0.17
0.612 ,0 ,0 ,0 ,0 ,0 ,0.055 ,-0.015 ,-0.023 ,0.539 ,0.032 ,0.052 ,0.089 ,1.463 ,0 ,0.17
0.577 ,0 ,0 ,0 ,0 ,0 ,0.045 ,-0.055 ,-0.034 ,0.433 ,0.043 ,0.069 ,0.043 ,2.519 ,0 ,0.45
1.404 ,0 ,0 ,0 ,0 ,0 ,0.026 ,-0.008 ,-0.016 ,0.515 ,0.056 ,0.086 ,0.086 ,2.519 ,0 ,0.28
0.192 ,0 ,0 ,0 ,0 ,0 ,0.083 ,0.163 ,-0.036 ,0 ,0 ,0 ,0.053 ,0.3 ,0 ,0.07
0 ,0 ,0 ,0 ,0 ,0 ,-0.001 ,-0.008 ,0.055 ,0.205 ,0 ,0 ,0.227 ,0.319 ,0 ,-0.07
0.311 ,0 ,0 ,0 ,0 ,0 ,0.009 ,-0.036 ,0.019 ,0.194 ,0 ,0 ,0.289 ,1.147 ,0 ,-0.56
1.014 ,0 ,0 ,0 ,0 ,0 ,0.274 ,-0.061 ,-0.047 ,0.405 ,0 ,0 ,3.777 ,6.781 ,0 ,0.29
0.767 ,0 ,9.359 ,0 ,0 ,0 ,0.089 ,-0.03 ,-0.082 ,0.464 ,0 ,0 ,2.032 ,5.85 ,0 ,0.23
0.754 ,0.32 ,31.588 ,0 ,0 ,0 ,0.291 ,0.01 ,-0.125 ,0.349 ,0.073 ,0.07 ,0.644 ,3.12 ,0 ,0.27
0.824 ,0.48 ,61.91 ,0 ,0 ,0 ,0.561 ,0.049 ,-0.122 ,0.437 ,0.035 ,0.03 ,0.352 ,4.449 ,0 ,0.63
1.034 ,0 ,0 ,0 ,0 ,0 ,0.104 ,-0.008 ,-0.027 ,0.372 ,0.015 ,0.024 ,1.224 ,2.519 ,0 ,0.19
0.406 ,0 ,0 ,0 ,0 ,0 ,-0.128 ,-0.01 ,-0.057 ,0.461 ,0 ,0 ,0.251 ,0.53 ,0 ,-0.13
0 ,0 ,0 ,0 ,0 ,0 ,0.012 ,-0.108 ,0.088 ,0 ,0 ,0 ,1.222 ,0.002 ,0 ,0.48
0.667 ,0 ,0 ,0 ,0 ,0 ,0.259 ,-0.115 ,-0.204 ,0 ,0 ,0 ,0.057 ,5.085 ,0 ,0.21
0.94 ,0.111 ,0 ,0 ,0 ,0 ,0.252 ,-0.135 ,-0.163 ,0.13 ,0 ,0 ,0.063 ,6.802 ,0 ,0.5
1.251 ,0.151 ,0 ,0.016 ,0 ,0 ,0.227 ,-0.098 ,-0.166 ,0.337 ,0.004 ,0.006 ,0.069 ,8.653 ,0 ,0.31
1.426 ,0.222 ,0 ,0 ,0 ,0 ,0.233 ,-0.11 ,-0.152 ,0.222 ,0.053 ,0.085 ,0.066 ,8.653 ,0 ,0.34
1.174 ,0.222 ,0 ,0 ,0 ,0 ,0.252 ,-0.147 ,-0.148 ,0.216 ,0 ,0 ,0.056 ,8.653 ,0 ,0.37
1.218 ,0.302 ,0 ,0.797 ,0 ,0 ,0.242 ,-0.156 ,-0.135 ,0.218 ,0.009 ,0.015 ,0.041 ,8.653 ,0 ,0.34
1.64 ,0.249 ,0 ,0.113 ,0 ,0 ,0.168 ,-0.167 ,-0.144 ,0.29 ,0.067 ,0.099 ,0.068 ,12.69 ,0 ,0.49
1.278 ,0.342 ,0 ,2.266 ,0 ,0 ,0.277 ,-0.168 ,-0.108 ,0.143 ,0.015 ,0.022 ,0.073 ,10.039 ,0 ,0.23
1.313 ,0.342 ,0 ,1.992 ,0 ,0 ,0.285 ,-0.17 ,-0.106 ,0.19 ,0.03 ,0.047 ,0.068 ,10.039 ,0 ,0.14
0 ,0 ,0 ,0 ,0 ,0 ,0.024 ,-0.003 ,-0.009 ,0 ,0 ,0 ,0.337 ,5.775 ,0 ,-0.04
1.394 ,0 ,0 ,0.001 ,0 ,0 ,-0.13 ,0.066 ,-0.039 ,0.346 ,0.037 ,0.06 ,0.047 ,12.363 ,0 ,1.06
1.385 ,0.16 ,0 ,2.387 ,0 ,0 ,-0.204 ,-0.032 ,-0.015 ,0.529 ,0.058 ,0.092 ,0.046 ,17.664 ,0 ,0.52
1.885 ,0.16 ,0 ,3.123 ,0 ,1.131 ,-0.268 ,-0.04 ,-0.002 ,0.547 ,0.103 ,0.154 ,0.044 ,23.266 ,0 ,0.76
2.103 ,0 ,0 ,0.027 ,0 ,0 ,-0.174 ,0.042 ,-0.118 ,0.447 ,0.111 ,0.177 ,0.04 ,17.664 ,0 ,0.7
2.86 ,0.413 ,0 ,1.411 ,0 ,0 ,-0.226 ,-0.09 ,-0.043 ,0.384 ,0.03 ,0.049 ,0.035 ,17.041 ,0 ,0.86
1.512 ,0.08 ,0 ,2.471 ,0.2 ,0.56 ,-0.147 ,-0.008 ,0.061 ,0.478 ,0.077 ,0.108 ,0.061 ,19.141 ,0 ,0.93
1.762 ,0.08 ,0 ,2.712 ,0.796 ,0.521 ,-0.174 ,-0.025 ,0.076 ,0.531 ,0.115 ,0.157 ,0.059 ,21.888 ,0 ,1.06
0 ,0 ,0 ,0 ,0 ,0 ,-0.053 ,0.038 ,-0.014 ,0.4 ,0 ,0 ,0.115 ,0.713 ,0 ,0.23
0 ,0 ,0 ,0 ,0 ,0 ,-0.03 ,-0.007 ,-0.018 ,0.5 ,0 ,0 ,0.318 ,1.86 ,0 ,0.07
0 ,0 ,0 ,0 ,0 ,0 ,0.083 ,0.019 ,0.043 ,0 ,0 ,0 ,0.297 ,1.486 ,0 ,0.03
0.455 ,0 ,0 ,0 ,0 ,0 ,-0.001 ,0.012 ,0.054 ,0.483 ,0 ,0 ,0.178 ,0.069 ,0 ,-0.23
0 ,0 ,0 ,0 ,0 ,0 ,0.03 ,-0.008 ,-0.069 ,0.316 ,0 ,0 ,0.099 ,0.12 ,0 ,-0.03
0.762 ,0.08 ,0 ,0.753 ,0 ,0 ,-0.049 ,-0.056 ,-0.061 ,0.552 ,0 ,0 ,0.102 ,1.463 ,0 ,0.41
0.498 ,0 ,0 ,0 ,0 ,0 ,-0.106 ,0.015 ,-0.031 ,0.461 ,0.001 ,0.002 ,0.125 ,0.429 ,0 ,0.12
0.602 ,0 ,0 ,0.039 ,0 ,0 ,-0.117 ,-0.009 ,-0.043 ,0.5 ,0 ,0 ,0.13 ,1.133 ,0 ,0.13
0.696 ,0 ,0 ,0.035 ,0 ,0 ,-0.134 ,-0.001 ,-0.021 ,0.36 ,0.018 ,0.021 ,0.139 ,2.08 ,0 ,0.23
0.287 ,0 ,0 ,0 ,0 ,0 ,0.043 ,0.004 ,0.009 ,0.364 ,0.015 ,0.024 ,0.122 ,0.018 ,0 ,-0.03
0.348 ,0 ,0 ,0 ,0 ,0 ,0.014 ,0.005 ,-0.016 ,0.429 ,0.003 ,0.004 ,0.123 ,0.344 ,0 ,0.13
0.509 ,0.16 ,0 ,2.776 ,0 ,0 ,0.031 ,-0.003 ,-0.04 ,0.47 ,0.007 ,0.011 ,0.129 ,0.991 ,0 ,0.48
0.365 ,0.24 ,0 ,0.227 ,0 ,0 ,0.368 ,0.08 ,-0.067 ,0.226 ,0 ,0 ,0.546 ,1.579 ,0 ,0.18
0.83 ,0.48 ,29.189 ,0 ,0 ,0 ,0.637 ,-0.019 ,-0.114 ,0.411 ,0.023 ,0.014 ,0.655 ,3.12 ,1 ,0.36
0.422 ,0 ,0 ,0 ,0 ,0 ,-0.083 ,0.004 ,-0.048 ,0.312 ,0 ,0 ,0.274 ,0.53 ,0 ,-0.43
1.662 ,0.413 ,0 ,0.433 ,0 ,0 ,0.227 ,-0.14 ,-0.132 ,0.283 ,0.043 ,0.07 ,0.042 ,10.62 ,0 ,0.43
1.035 ,0.151 ,0 ,0.001 ,0 ,0 ,0.292 ,-0.141 ,-0.14 ,0.25 ,0 ,0 ,0.087 ,8.13 ,0 ,0.47
0.985 ,0.111 ,0 ,0 ,0 ,0 ,0.416 ,-0.193 ,-0.153 ,0 ,0 ,0 ,0.255 ,8.272 ,2 ,0.31
1.424 ,0.422 ,0 ,0 ,0 ,0 ,0.709 ,-0.193 ,-0.169 ,0.133 ,0.001 ,0.001 ,0.746 ,15.588 ,2 ,0.28
0.425 ,0 ,0 ,0 ,0 ,0 ,0.043 ,0.035 ,0.06 ,0 ,0 ,0 ,0.13 ,0.024 ,0 ,-0.05
